БИЧЕВАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
БИЧЕВАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
БИЧЕВАТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
БИЧЕВАТЬ	5967-V	КИНОСЪЕМКА
БИЧЕВАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
БИЧЕВАТЬ	111387-V	ЗАСТРЕЛИТЬ (УБИТЬ)
БИЧЕВАТЬ	2465-V	СТРЕЛЬБА
БЛОКИРОВАТЬСЯ	106876-V	ВЫСКАЗАТЬ
БЛОКИРОВАТЬСЯ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
БЛОКИРОВАТЬСЯ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
БЛОКИРОВАТЬСЯ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
БЛОКИРОВАТЬСЯ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
БЛОКИРОВАТЬСЯ	117028-V	ДОГАДАТЬСЯ
БЛОКИРОВАТЬСЯ	111625-V	ЧЕРТИТЬ, ДЕЛАТЬ ЧЕРТЕЖ
БЛОКИРОВАТЬСЯ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
БЛОКИРОВАТЬСЯ	272-V	ДИСКРИМИНАЦИЯ
БЛОКИРОВАТЬСЯ	106638-V	УМЕНЬШИТЬ
БРЯЦАТЬ	112995-V	СКЛОННОСТЬ (ПОСТОЯННОЕ ВЛЕЧЕНИЕ)
БРЯЦАТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
БРЯЦАТЬ	5967-V	КИНОСЪЕМКА
БРЯЦАТЬ	111564-V	КЛЕЙМИТЬ, СТАВИТЬ КЛЕЙМО
БРЯЦАТЬ	121334-V	ВЫЖЕЧЬ ЗНАК, РИСУНОК
БРЯЦАТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
БРЯЦАТЬ	123430-V	КРИТИКОВАТЬ (ОБСУЖДАТЬ, РАЗБИРАТЬ С ЦЕЛЬЮ ОЦЕНИТЬ)
БРЯЦАТЬ	106938-V	ПЕРЕМЕСТИТЬ
БРЯЦАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
БРЯЦАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
БУЛЬКАТЬ	127089-V	РАЗМНОЖИТЬСЯ, РАСПЛОДИТЬСЯ
БУЛЬКАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
БУЛЬКАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
БУЛЬКАТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
БУЛЬКАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
БУЛЬКАТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
БУЛЬКАТЬ	110440-V	ИСПОЛНИТЬ (ВОСПРОИЗВЕСТИ)
БУЛЬКАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
БУЛЬКАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
БУЛЬКАТЬ	3447-V	ОХОТА
БУТИЛИРОВАТЬ	106876-V	ВЫСКАЗАТЬ
БУТИЛИРОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
БУТИЛИРОВАТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
БУТИЛИРОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
БУТИЛИРОВАТЬ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
БУТИЛИРОВАТЬ	106638-V	УМЕНЬШИТЬ
БУТИЛИРОВАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
БУТИЛИРОВАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
БУТИЛИРОВАТЬ	106884-V	СЧИТАТЬ, ПРИЗНАВАТЬ КЕМ-ЛИБО
БУТИЛИРОВАТЬ	115486-V	ВКЛЮЧИТЬ В СОСТАВ
ВАЛЬСИРОВАТЬ	106876-V	ВЫСКАЗАТЬ
ВАЛЬСИРОВАТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ВАЛЬСИРОВАТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ВАЛЬСИРОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВАЛЬСИРОВАТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ВАЛЬСИРОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВАЛЬСИРОВАТЬ	106638-V	УМЕНЬШИТЬ
ВАЛЬСИРОВАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВАЛЬСИРОВАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВАЛЬСИРОВАТЬ	3447-V	ОХОТА
ВВЕРНУТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВВЕРНУТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВВЕРНУТЬ	3447-V	ОХОТА
ВВЕРНУТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ВВЕРНУТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВВЕРНУТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВВЕРНУТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВВЕРНУТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ВВЕРНУТЬ	5967-V	КИНОСЪЕМКА
ВВЕРНУТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ВДУТЬ	106938-V	ПЕРЕМЕСТИТЬ
ВДУТЬ	148420-V	ОТНОШЕНИЯ МЕЖДУ ЛЮДЬМИ
ВДУТЬ	112995-V	СКЛОННОСТЬ (ПОСТОЯННОЕ ВЛЕЧЕНИЕ)
ВДУТЬ	117246-V	ВОСХВАЛЯТЬ
ВДУТЬ	111100-V	ПЛАВИТЬ
ВДУТЬ	129701-V	ВАРКА (ТЕХНОЛОГИЧЕСКИЙ ПРОЦЕСС)
ВДУТЬ	123430-V	КРИТИКОВАТЬ (ОБСУЖДАТЬ, РАЗБИРАТЬ С ЦЕЛЬЮ ОЦЕНИТЬ)
ВДУТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ВДУТЬ	106565-V	САМОЧУВСТВИЕ
ВДУТЬ	106665-V	НАРУШИТЬ СОСТОЯНИЕ, ХОД
ВЕТВИТЬСЯ	106876-V	ВЫСКАЗАТЬ
ВЕТВИТЬСЯ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ВЕТВИТЬСЯ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВЕТВИТЬСЯ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВЕТВИТЬСЯ	127271-V	ПРИЛЕГАТЬ, ПРИМЫКАТЬ
ВЕТВИТЬСЯ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ВЕТВИТЬСЯ	5967-V	КИНОСЪЕМКА
ВЕТВИТЬСЯ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВЕТВИТЬСЯ	120015-V	ВЫЗВАТЬ (ПОТРЕБОВАТЬ ЯВИТЬСЯ)
ВЕТВИТЬСЯ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ВЗДЫБИТЬСЯ	106876-V	ВЫСКАЗАТЬ
ВЗДЫБИТЬСЯ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ВЗДЫБИТЬСЯ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВЗДЫБИТЬСЯ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВЗДЫБИТЬСЯ	111978-V	ПРИБЛИЗИТЬСЯ НА РАССТОЯНИЕ
ВЗДЫБИТЬСЯ	111564-V	КЛЕЙМИТЬ, СТАВИТЬ КЛЕЙМО
ВЗДЫБИТЬСЯ	121334-V	ВЫЖЕЧЬ ЗНАК, РИСУНОК
ВЗДЫБИТЬСЯ	120015-V	ВЫЗВАТЬ (ПОТРЕБОВАТЬ ЯВИТЬСЯ)
ВЗДЫБИТЬСЯ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ВЗДЫБИТЬСЯ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВКАПЫВАТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ВКАПЫВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВКАПЫВАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВКАПЫВАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВКАПЫВАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВКАПЫВАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВКАПЫВАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВКАПЫВАТЬ	3447-V	ОХОТА
ВКАПЫВАТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ВКАПЫВАТЬ	5967-V	КИНОСЪЕМКА
ВКОПАТЬ	112995-V	СКЛОННОСТЬ (ПОСТОЯННОЕ ВЛЕЧЕНИЕ)
ВКОПАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВКОПАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВКОПАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВКОПАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВКОПАТЬ	3447-V	ОХОТА
ВКОПАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВКОПАТЬ	123430-V	КРИТИКОВАТЬ (ОБСУЖДАТЬ, РАЗБИРАТЬ С ЦЕЛЬЮ ОЦЕНИТЬ)
ВКОПАТЬ	148420-V	ОТНОШЕНИЯ МЕЖДУ ЛЮДЬМИ
ВКОПАТЬ	127271-V	ПРИЛЕГАТЬ, ПРИМЫКАТЬ
ВМУРОВАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВМУРОВАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВМУРОВАТЬ	3447-V	ОХОТА
ВМУРОВАТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ВМУРОВАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВМУРОВАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВМУРОВАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВМУРОВАТЬ	106477-V	ПОЯВИТЬСЯ, ВОЗНИКНУТЬ, НАЧАТЬСЯ
ВМУРОВАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВМУРОВАТЬ	113462-V	ПОЧТЕНИЕ
ВОСПАРИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВОСПАРИТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВОСПАРИТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ВОСПАРИТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВОСПАРИТЬ	114032-V	ТОСКА (ГРУСТЬ, УНЫНИЕ)
ВОСПАРИТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВОСПАРИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВОСПАРИТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВОСПАРИТЬ	3447-V	ОХОТА
ВОСПАРИТЬ	106876-V	ВЫСКАЗАТЬ
ВПОЛЗАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВПОЛЗАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВПОЛЗАТЬ	3447-V	ОХОТА
ВПОЛЗАТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ВПОЛЗАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВПОЛЗАТЬ	110911-V	ВЫРВАТЬ, ВЫДРАТЬ
ВПОЛЗАТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ВПОЛЗАТЬ	5967-V	КИНОСЪЕМКА
ВПОЛЗАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВПОЛЗАТЬ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ВПОЛЗТИ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВПОЛЗТИ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВПОЛЗТИ	3447-V	ОХОТА
ВПОЛЗТИ	106701-V	ДОСТИЧЬ, ДОБИТЬСЯ
ВПОЛЗТИ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ВПОЛЗТИ	5967-V	КИНОСЪЕМКА
ВПОЛЗТИ	106489-V	РЕГУЛИРОВАТЬ, УПОРЯДОЧИВАТЬ
ВПОЛЗТИ	106631-V	ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ
ВПОЛЗТИ	112995-V	СКЛОННОСТЬ (ПОСТОЯННОЕ ВЛЕЧЕНИЕ)
ВПОЛЗТИ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВПРАВЛЯТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ВПРАВЛЯТЬ	5967-V	КИНОСЪЕМКА
ВПРАВЛЯТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВПРАВЛЯТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВПРАВЛЯТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВПРАВЛЯТЬ	3447-V	ОХОТА
ВПРАВЛЯТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ВПРАВЛЯТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВПРАВЛЯТЬ	142434-V	ПОСТАНОВКА ФИЛЬМА, ПРЕДСТАВЛЕНИЯ
ВПРАВЛЯТЬ	113462-V	ПОЧТЕНИЕ
ВРЕДНИЧАТЬ	106961-V	СОРЕВНОВАНИЕ, СОСТЯЗАНИЕ
ВРЕДНИЧАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВРЕДНИЧАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВРЕДНИЧАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВРЕДНИЧАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВРЕДНИЧАТЬ	3447-V	ОХОТА
ВРЕДНИЧАТЬ	106884-V	СЧИТАТЬ, ПРИЗНАВАТЬ КЕМ-ЛИБО
ВРЕДНИЧАТЬ	115486-V	ВКЛЮЧИТЬ В СОСТАВ
ВРЕДНИЧАТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ВРЕДНИЧАТЬ	5967-V	КИНОСЪЕМКА
ВСКЛОКОЧИТЬ	106876-V	ВЫСКАЗАТЬ
ВСКЛОКОЧИТЬ	116816-V	ОБРАТИТЬСЯ СО СЛОВАМИ
ВСКЛОКОЧИТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ВСКЛОКОЧИТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВСКЛОКОЧИТЬ	106501-V	ЗАНЯТИЕ, ДЕЯТЕЛЬНОСТЬ
ВСКЛОКОЧИТЬ	272-V	ДИСКРИМИНАЦИЯ
ВСКЛОКОЧИТЬ	106884-V	СЧИТАТЬ, ПРИЗНАВАТЬ КЕМ-ЛИБО
ВСКЛОКОЧИТЬ	115486-V	ВКЛЮЧИТЬ В СОСТАВ
ВСКЛОКОЧИТЬ	117028-V	ДОГАДАТЬСЯ
ВСКЛОКОЧИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВСКРИЧАТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
ВСКРИЧАТЬ	114364-V	ЛОВЛЯ ДОБЫЧИ
ВСКРИЧАТЬ	3447-V	ОХОТА
ВСКРИЧАТЬ	106646-V	ОТНОШЕНИЕ МЕЖДУ СУЩНОСТЯМИ
ВСКРИЧАТЬ	106884-V	СЧИТАТЬ, ПРИЗНАВАТЬ КЕМ-ЛИБО
ВСКРИЧАТЬ	115486-V	ВКЛЮЧИТЬ В СОСТАВ
ВСКРИЧАТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВСКРИЧАТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВСКРИЧАТЬ	116009-V	ЗАПРЕТИТЬ (НЕ ПОЗВОЛИТЬ)
ВСКРИЧАТЬ	118698-V	ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ
ВСПЕНИТЬ	1221-V	ПРОИЗВОДСТВО ПРОДУКЦИИ
ВСПЕНИТЬ	5967-V	КИНОСЪЕМКА
ВСПЕНИТЬ	129183-V	РАССУЖДАТЬ (МЫСЛИТЬ, СТРОИТЬ УМОЗАКЛЮЧЕНИЕ)
ВСПЕНИТЬ	130887-V	ВЫВЕСТИ, СДЕЛАТЬ ВЫВОД
ВСПЕНИТЬ	112585-V	МЕТАТЬ, БРОСАТЬ С РАЗМАХОМ
